gtip_kodu,gtip_tanimi
848220000000,Konik makaralı rulmanlar (konik bilezik ve makara grupları dahil)
848230000000,Fıçı makaralı rulmanlar
848240000000,İğneli rulmanlar
848250000000,Silindirik makaralı rulmanlar
848280000000,Kombine haldeki bilyeli ve konik makaralı diğer rulmanlar
848310211000,Sivil hava taşıtları için krank ve krank mili (dökme demir/çelikten)
848310951000,Sivil hava taşıtları için diğer transmisyon milleri
848320000000,Yatak kovanları (rulmanlı olanlar)
848330381000,Sivil hava taşıtları için yatak kovanları (rulmansız) diğer rulmanlar için
848330801000,Sivil hava taşıtları için mil yatakları
848330809000,Diğer kullanım için mil yatakları
848340291000,"Sivil hava taşıtları için diğer dişliler, dişli sistemleri(sürtünme dişlileri hariç)"
848340519012,Diğer kullanım için otomatik kumandalı dişli kutular
848340901000,"Sivil hava taşıtları için diğer dişliler, dişli sistemleri, bilyeli vidalar, dişli kutuları"
848350200012,Kasnaklar; dökme demir/çelik dökümden
848350800012,Kasnaklar; diğer maddelerden
848390899019,"Diğer metallerden dişli çarklar, zincir dişliler ve diğer transmisyon elemanları (diğer kullanım için)"
848620000000,Yarı iletken tertibatın veya elektronik entegre devrelerin imaline mahsus makine ve cihazlar
870911900000,Diğer amaçlı elektrikli kısa mesafe taşıtlar
840710009012,Diğer hava taşıtları için kıvılcım ateşlemeli motor; silindir hacmi >250 cm3
840820510000,Diğer kara taşıtları için dizel motor; güç=< 50 kW
840820550000,Diğer kara taşıtları için dizel motor; 50 kW
840820570000,Diğer kara taşıtları için dizel motor; 100 kW
840820990000,Diğer kara taşıtları için dizel motor; güç>200 kW
841112301000,Sivil hava taşıtları için turbojetler (44 kn < itici güç=< 132 kn)
841122201000,Sivil hava taşıtları için türbopropellerler (1100 kW < itici güç =< 3730 kW)
841191001000,"Sivil hava taşıtları için turbojetler ve türbopropellerlere ait aksam, parçalar"
851140009000,Diğer kullanım için marş motorları
851150001000,Sivil hava taşıtları için diğer jeneratörler
851180009019,Diğer kullanım için diğer tertibat ve cihazlar
851230100000,Motorlu araçlarda kullanılan türdeki hırsız alarmları
851230900019,Sesli diğer işaret cihazları
851240000011,Elektrik motorlu cam siliciler (tekli veya ikili)
851290900011,Aydınlatma cihazlarına ait olan diğer aksam ve parçalar
851290900012,Sesli işaret cihazlarına ait diğer aksam ve parçalar
851290900013,Cam silicilere ait olan diğer aksam ve parçalar
860711000000,Çekici bojiler ve bissel bojiler
860719100000,Demiryolu taşıtları veya tramvaylar için dingiller (monte edilmiş/edilmemiş); tekerlekler ve bunların aksam ve parçaları
870220100000,"Hem dizel veya yarı dizel hem de tahrik gücü veren elektrik motorlu taşıtlar; silindir hacmi>2500 cm3, kapasite>=10 kişi"
870220900000,"Hem dizel veya yarı dizel hem de tahrik gücü veren elektrik motorlu taşıtlar; silindir hacmi<=2500 cm3,kapasite>=10 kişi"
870230100000,"Hem benzinli hem de tahrik gücü veren elektrik motorlu taşıtlar; silindir hacmi>2800 cm3, kapasitesi >=10 kişi"
870230900000,"Hem benzinli hem de tahrik gücü veren elektrik motorlu taşıtlar; silindir hacmi<=2800 cm3, kapasitesi >=10 kişi"
870240000000,Sadece elektrik motorundan tahrikli taşıtlar; kapasitesi >=10 kişi
870332199011,"Ambulans (dizel/yarı dizel, yeni) (1500 cm3"
870340100000,"Hem benzinli hem de tahrik gücü veren elektrik motorlu diğer taşıtlar; yeni, harici güç kaynağından şarj edilenler HARİÇ"
870350000000,Hem dizel/yarı dizel hemde tahrik gücü veren elektrik motorlu diğer taşıtlar; harici güç kaynaktan şarj edilenler HARİÇ
870360100000,"Hem benzinli hem de tahrik gücü veren elektrik motorlu diğer taşıtlar; yeni, harici bir güç kaynağından şarj edilenler"
870380100000,Sadece elektrik motorundan tahrikli diğer taşıtlar; yeni
870390000000,İnsan taşımaya mahsus diğer taşıtlar
870821100000,"Emniyet kemerleri; özel amaçlı,binek otomobilleri,insan taşımak için imal edilmiş diğer motorlu taşıtlar için"
870830100000,"Özel amaçlı,eşya taşımak,insan taşımak için motorlu taşıtlar,traktörler,motokültörlerin fren ve servo frenler ve aksamı"
870830910000,Kara taşıtlarının frenleri ve servo - frenleri ve bunların aksam ve parçaları
870840200000,"Kara taşıtlarının montaj sanayisi için vites kutuları ve aksam, parçaları"
870840500000,Kara taşıtlarının vites kutuları
870840910000,"Kara taşıtları vites kutuları aksam, parçası (kapalı kalıpta dövülmüş çelikten)"
870840990000,"Kara taşıtları vites kutuları aksam, parçası (diğerleri)"
870850200011,Kara taşıtlarının montaj sanayisi için taşıyıcı aksları
870850200019,Kara taşıtların montaj sanayisi için diğer amaçlı aksları
870850350011,Kara taşıtlarının diğer amaçlar için taşıyıcı aksları
870850350019,Kara taşıtların diğer amaçlar için aksları;diğerleri
870850550000,"Kara taşıtları akslarının aksam, parçaları (kapalı kalıpta dövülmüş çelikten)"
870850910000,"Kara taşıtları taşıyıcı akslarının aksam, parçaları (diğerleri)"
870891350000,Kara taşıtlarının diğer amaçlar için radyatörleri
870892200000,Kara taşıtlarının montaj sanayisi için eksoz susturucuları ve boruları
870893900012,Debriyajların aksam ve parçaları (montaj sanayinde kullanılanlar hariç)
870894200011,Kara taşıtlarının montaj sanayisi için direksiyon simitleri
870894200012,Kara taşıtlarının montaj sanayisi için direksiyon kolonları
870894200013,Kara taşıtlarının montaj sanayisi için mekanik direksiyon kutuları
870894200014,Kara taşıtlarının montaj sanayisi için hidrolik direksiyon kutuları (ağırlığı=<30 kg.)
870894350012,Kara taşıtlarının diğer amaçlar için direksiyon kolonları
870894350014,Kara taşıtlarının diğer amaçlar için hidrolik direksiyon kutuları (ağırlığı=<30 kg.)
870894990000,"Kara taşıtları için direksiyon simitinin, kolonunun, kutusunun diğer aksam, parçası"
870895100000,Kara taşıtlarının montaj sanayisi için hava ile şişmeli hava yastıkları (airbag)
870895910000,Motorlu taşıtlar için hava ile şişmeli hava yastıkları (airbag) ve aksam ve parçaları (kapalı kalıpta dövülmüş çelikten)
871160900012,"Motosikletler (mopedler dahil), sepetler; elektrik motorundan tahrikli, motor gücü 20 kW' ı geçmeyenler"
871410900000,"Motorsikletlere ait (mopedler dahil) diğer aksam, parça ve aksesuar"
871690900012,"Römork, yarı römorkların frenleri vb. aksam; parçaları"
880240009000,Diğer hava taşıtları (boş ağırlık >15000 kg)
880320000000,İniş takımları vb. aksam ve parçaları; hava taşıtlarının
880330000000,Uçak ve helikopterlerin díğer aksam ve parçaları
880390900000,"88.01 ve 88.02 Pozisyonlarındaki diğer hava taşıtlarına ait aksam, parçalar"
880521000000,Hava muharebe simulatörü ve bunların aksamı
940110001000,Sivil hava taşıtları için oturmaya mahsus mobilyalar (deri kaplanmamış)
940110009000,Diğer hava taşıtları için oturmaya mahsus mobilyalar
940190100000,"Hava taşıtları için oturmaya mahsus mobilyaların aksam, parçaları"
250300100000,Ham veya rafine edilmemiş kükürt
251990100011,Magnezyum oksit; saf
251990100012,Magnezyum oksit; saf olmayan
261710000000,Antimuan cevherleri ve zenginleştirilmiş antimuan cevherleri
380190001000,Metalo; grafitik bileşikler halindeki karbonlar/diğerleri
380190009000,"Esası hamur, blok, levha/diğer yarı; mamul grafit/diğer karbon olan müstahzarlar"
740311001000,Rafine edilmiş elektrolitik bakırdan katotlar ve katot parçaları
740311009000,Rafine edilmiş diğer bakırdan katotlar ve katot parçaları
740710000013,Rafine edilmiş bakırdan çubuklar
740911000014,Rafine edilmiş bakırdan şeritler; rulo
741110100000,Rafine edilmiş bakırdan düz olan ince ve kalın borular
741991009000,"Bakırdan döküm, kalıba dökülmüş, presle şekillendirilmiş veya dövülmüş diğer eşya"
750210001000,Mond ve alaşımsız katot nikel
750890009019,Nikelden diğer eşya
760612110000,"Aluminyum alaşımlarından içecek kutularının gövdelerinin imalinde kull. sac, levha şerit; kare/dikdörtgen,kalınlık>0.2mm"
760612990000,"Aluminyum alaşımlarından sac, levha şerit; kare/digdörtgen, kalınlık >= 6mm"
760719900000,"Aluminyumdan yapraklar ve şeritler; mesnetsiz, 0.021mm <=kalın < 0,2 mm"
780110000000,Rafine edilmiş kurşun
780199900000,İşlenmemiş diğer kurşun
790111001011,"İşlenmemiş elektrolitik olan külçe çinko; ağırlık = >% 99, 99"
790112101011,"İşlenmemiş elektrolitik olan külçe çinko; %99, 95="
790112101012,"İşlenmemiş elektrolitik olmayan külçe çinko; %99, 95 ="
790112109000,"Diğer işlenmemiş alaşımsız çinko; %99, 95 ="
790112301000,"Külçe çinko; %98, 5 ="
790120000000,Çinko alaşımları
820770370012,Metal işlemeye mahsus makinaların frezelemeye mahsus elmastan veya aglomere edilmiş elmastan iş gören kısımları
820810000000,Metal işleyen mekanik makine ve cihazlar için bıçaklar ve kesici ağızlar
830120000000,Nakil vasıtalarında kullanılan türden kilitler
848041000000,Metaller/metal karbürler için enjeksiyon/basınçlı döküm kalıpları
848071000000,Kauçuk/plastik maddeler için enjeksiyon/basınçlı döküm kalıpları
852351900000,Sesleri ve diğer fenomenleri kaydetmeye mahsus yarı iletken katı hal kalıcı depolama aygıtları; kayıt yapılmış
930120000000,"Roket fırlatıcı, alev-alıcı, el bombası atıcıları; torpil tüpleri"
930630101000,"Harp silahlarının (hafif makineli tabancalar) ait aksam, parça"
930630300000,Harp silahlarına ait olan diğer mühimmat
930690100000,Harp silahlara ait mermiler ve mühimmat
940190800011,Kara nakil vasıtaları için oturmaya mahsus mobilyaların aksam; parçaları
